author,published_at,updated_at,like_count,text
@fahmi.agustian,2024-08-15T00:35:53Z,2024-08-15T00:35:53Z,0,Uki datang hanya untuk agar bisa muncul di media yg punya imoact besar.   😂😂😂😂😂
@leosandjaja,2024-08-15T00:35:16Z,2024-08-15T00:35:16Z,0,What a dick this guy Uki
@fauzio1920,2024-08-15T00:33:43Z,2024-08-15T00:33:43Z,0,wkwkwk yang gua tunggu tunggu Pe Es i dikuliti 😂
@haspianto,2024-08-15T00:17:17Z,2024-08-15T00:17:17Z,0,"15 menit aja, ga kuat muall mau muntahh.."
@pachokepo,2024-08-15T00:12:55Z,2024-08-15T00:12:55Z,0,kocak neh ...... aturan partainya tentang usia diturutin ...... tapi aturan negara ttg usia oemimpin digugat ...... 🤣🤣🤣
@GarbweepMesssnuf,2024-08-15T00:11:57Z,2024-08-15T00:11:57Z,0,Dari sini gw ngerasa emang dunia politik sangat manipulatif dan penuh dengan kepentingan kepada masyarakat yang kurang pintar menilai niat para politikus..antara baik atau buruk dan perihnya adalah masyarakat banyak yang termakan &#39;GIMIK&#39; politik.
@anathapindikakamandjaja7849,2024-08-15T00:10:17Z,2024-08-15T00:10:17Z,0,Makasih UKI dan PSI jd makin sadar kita dipimpin best presiden ever pak Jokowi
@tiffaniafifa,2024-08-15T00:01:48Z,2024-08-15T00:03:00Z,1,"Sampe akhir yang paling ngena buat gue adalah:<br>1. Ga ada alesan lain milih ketum PSI selain krn 38 dpc setuju dan kelebihannya hanya katanya leadershipnya bagus, di manaa menurut pandji evan dimas jg leadershipnya bagus.<br>2. PSI dukung marshell (?) tapi mas Uki belum melakukan profiling. Bahaya juga ya 😂 plus menurut mas uki gapapa ga ada kompetensi krn popularitasnya yang penting.<br>3. Pak Jokowi melarang anak2nya maju ya berarti harusnya karena beliau itu langkah tidak baik<br>4. Kaesang ga mau diundang poscast manapun padahal sendirinya punya podcast.<br><br>Episode yang sangat menghibur walapun banyak “hah?!”nya"
@Pattyeleven,2024-08-15T00:01:15Z,2024-08-15T00:01:15Z,0,"<a href=""https://www.youtube.com/watch?v=VMxBtbkueZ8&amp;t=1495"">24:55</a> udh pegang&quot; rambut, ketahuan nipu dan gak bsa ngebantah"
@HendriSaputraHD,2024-08-14T23:55:17Z,2024-08-14T23:55:17Z,0,"Setelah gua nonton... Intinya menang aja dulu, nanti Marshel akan mundur dengan drama hero,,, masih ada yg ingat mundur nya Lucky Hakim... Ini yg di maksud Pandji Marshel ada kemungkinan di manfaatkan,,,, atau kalau Marshel maju terus dan ada kemungkinan kasus... Maka PLT akan naik,,, dan rata-rata PLT datang dari kubu penguasa... Konsep yg sama jg di jalankan PSI bersama Kaesang... Kalian ikut konsep ini maka pilih, kalo ragu ya Analisa..."
@pachokepo,2024-08-14T23:55:01Z,2024-08-14T23:55:01Z,0,"ingat, keputusan mk ttg perubahan aturan dan gugatan hasil pilpres tidak dicapai secara mutlak, suara hakim yg pro n kontra beda tipis. jadi pilpres kemaren penuh catatan samping."
@amomsandra,2024-08-14T23:54:15Z,2024-08-14T23:54:15Z,0,Cocok nya lu yg jd ketua PSI lbh pintar
@herrysj2479,2024-08-14T23:52:04Z,2024-08-14T23:52:04Z,0,Beruntung gue sm keluarga ga pilih PSI
@luthfibaskoroadi3933,2024-08-14T23:46:53Z,2024-08-14T23:46:53Z,1,KOSONG 😂
@MuhNurIlham060697,2024-08-14T23:45:26Z,2024-08-14T23:45:26Z,0,"<a href=""https://www.youtube.com/watch?v=VMxBtbkueZ8&amp;t=2970"">49:30</a> orang yang berbuat baik kepada mu dan ingin melihat mu baik adalah 2 jenis orang yang berbeda"
@indrarasyidjulianto9370,2024-08-14T23:39:18Z,2024-08-14T23:39:18Z,2,Jawaban yang tidak menjawab
@ristanandaizzul8744,2024-08-14T23:33:49Z,2024-08-14T23:33:49Z,0,10 menit pertama membuat saya berkata tolol
@ridwanhidayat1588,2024-08-14T23:33:15Z,2024-08-14T23:33:15Z,0,Episode ini &quot;Harusnya judulnya Partai Kosong &quot; ahaha<br>Sukur w gak pilih PSI
@ridwanhidayat1588,2024-08-14T23:31:41Z,2024-08-14T23:31:41Z,0,"BANG PANDJI, LU SALAH NGUNDANG. INI EPISODE YG SAMA SEKALI GAK EDUKASI DARI NARSUM. GAK BAGUUS BANG SUMPAH NGUNDANG UKI . MASIH MENDING UNDANG ARYO SENO BAGASKORO"
@djuanachief8768,2024-08-14T23:19:07Z,2024-08-14T23:19:07Z,0,"Halo mas oki...!<br>Saya kepala desa membuat panitia mengadakan pendaftaran perangkat baru,terus sya baik baikin panitianya,saya naikin gajinya, saya iming imingi mereka.dan saya mendaftarkan adik saya untuk menjadi perangkat desa.<br>Kata orang orang itu gak adil buat anak orang lain yang mendaftar...!saya jawab kan bukan saya yang milih.<br>(Saya sok bego aja)"
@jiwanaburhanuddin1367,2024-08-14T23:06:51Z,2024-08-14T23:06:51Z,0,menjawab tapi tidak menjawab...
